"year";"NazovRezortu";"typ_zmluvy";"suma_spolu";"pocet";"avg"
2013;"Rozhlas a televizia Slovenska";"zmluva o dielo";21643196.44;8044;2690.60124813526
2013;"Rozhlas a televizia Slovenska";"zmluva o spolupráci";252637.62;565;447.146230088496
2013;"Slovenská akadémia vied";"darovacia zmluva";49615.2;11;4510.47272727273
2013;"Slovenská akadémia vied";"dohoda o splátkach";67590;2;33795
2013;"Slovenská akadémia vied";"iný";51589998.28;1602;32203.494556804
2013;"Slovenská akadémia vied";"kúpna zmluva";7905588.96;58;136303.257931034
2013;"Slovenská akadémia vied";"nájomná zmluva";72823.56;123;592.061463414634
2013;"Slovenská akadémia vied";"príkazná zmluva";1270;6;211.666666666667
2013;"Slovenská akadémia vied";"zmluva o dielo";6088902.69;310;19641.6215806452
2013;"Slovenská akadémia vied";"zmluva o poskytovaní služieb";100003;6;16667.1666666667
2013;"Slovenská akadémia vied";"zmluva o spolupráci";5850;16;365.625
2013;"Slovenská elektrizačná prenosová sústava, a.s. ";"iný";59473513.66;533;111582.577223265
2013;"Slovenská elektrizačná prenosová sústava, a.s. ";"kúpna zmluva";5485911.09;54;101590.946111111
2013;"Slovenská elektrizačná prenosová sústava, a.s. ";"nájomná zmluva";10592.51;4;2648.1275
2013;"Slovenská elektrizačná prenosová sústava, a.s. ";"zmluva o dielo";103849012.98;74;1403365.04027027
2013;"Slovenská elektrizačná prenosová sústava, a.s. ";"zmluva o poskytovaní služieb";383520;1;383520
2013;"Slovenská elektrizačná prenosová sústava, a.s. ";"zmluva o zriadení vecného bremena";0;12;0
2013;"Slovenská poľnohospodárska univerzita v Nitre";"iný";31593549.65;298;106018.622986577
2013;"Slovenská poľnohospodárska univerzita v Nitre";"kúpna zmluva";383748.58;14;27410.6128571429
2013;"Slovenská poľnohospodárska univerzita v Nitre";"nájomná zmluva";5510.9;10;551.09
2013;"Slovenská poľnohospodárska univerzita v Nitre";"zmluva o dielo";5551368.75;111;50012.3310810811
2013;"Slovenská poľnohospodárska univerzita v Nitre";"zmluva o poskytovaní služieb";38974.16;1;38974.16
2013;"Slovenská poľnohospodárska univerzita v Nitre";"zmluva o spolupráci";0;3;0
2013;"Slovenská technická univerzita v Bratislave";"darovacia zmluva";5630;3;1876.66666666667
2013;"Slovenská technická univerzita v Bratislave";"dohoda o splátkach";23868.85;1;23868.85
2013;"Slovenská technická univerzita v Bratislave";"iný";32551049.52;545;59726.6963669725
2013;"Slovenská technická univerzita v Bratislave";"kúpna zmluva";37440;1;37440
2013;"Slovenská technická univerzita v Bratislave";"nájomná zmluva";795019.63;182;4368.23972527473
2013;"Slovenská technická univerzita v Bratislave";"zmluva o dielo";33056215.65;92;359306.691847826
2013;"Slovenská technická univerzita v Bratislave";"zmluva o spolupráci";32160;6;5360
2013;"Slovenská technická univerzita v Bratislave";"zmluva o ubytovaní študentov";42311;895;47.2748603351955
2013;"Slovenské národné stredisko pre ľudské práva";"iný";1.8;1;1.8
2013;"Slovenské národné stredisko pre ľudské práva";"kúpna zmluva";16485;1;16485
2013;"Slovenský pozemkový fond";"darovacia zmluva";0;1;0
2013;"Slovenský pozemkový fond";"iný";20407376.6;5010;4073.32866267465
2013;"Slovenský pozemkový fond";"kúpna zmluva";71201.08;5;14240.216
2013;"Slovenský pozemkový fond";"nájomná zmluva";0;632;0
2013;"Slovenský pozemkový fond";"zmluva o dielo";305653.75;89;3434.31179775281
2013;"Slovenský pozemkový fond";"zmluva o poskytovaní služieb";0;7;0
2013;"Slovenský pozemkový fond";"zmluva o spolupráci";0;1;0
2013;"Sociálna poisťovňa";"dohoda o splátkach";8189.73;7;1169.96142857143
2013;"Sociálna poisťovňa";"iný";28031964.378;190;147536.654621053
2013;"Sociálna poisťovňa";"nájomná zmluva";1033049.29;43;24024.4020930233
2013;"Sociálna poisťovňa";"zmluva o dielo";984648;3;328216
2013;"Správa štátnych hmotných rezerv SR";"iný";32512223.054;139;233900.885280576
2013;"Správa štátnych hmotných rezerv SR";"nájomná zmluva";14975.11;7;2139.30142857143
2013;"Správa štátnych hmotných rezerv SR";"zmluva o dielo";815312.51;32;25478.5159375
2013;"Štatistický úrad SR";"darovacia zmluva";9.6;1;9.6
2013;"Štatistický úrad SR";"iný";30733011.58;150;204886.743866667
2013;"Štatistický úrad SR";"kúpna zmluva";299400.6;6;49900.1
2013;"Štatistický úrad SR";"nájomná zmluva";14571.22;6;2428.53666666667
2013;"Štatistický úrad SR";"príkazná zmluva";8241.5;1;8241.5
2013;"Štatistický úrad SR";"zmluva o dielo";482010.04;34;14176.7658823529
2013;"Štatistický úrad SR";"zmluva o poskytovaní služieb";7590.66;1;7590.66
2013;"Technická univerzita v Košiciach";"darovacia zmluva";781713.45;46;16993.7706521739
2013;"Technická univerzita v Košiciach";"dohoda o splátkach";44514.58;5;8902.916
2013;"Technická univerzita v Košiciach";"iný";91195768.58;332;274686.049939759
2013;"Technická univerzita v Košiciach";"kúpna zmluva";8876228.74;74;119949.037027027
2013;"Technická univerzita v Košiciach";"nájomná zmluva";9919.58;51;194.501568627451
2013;"Technická univerzita v Košiciach";"príkazná zmluva";26720;13;2055.38461538462
2013;"Technická univerzita v Košiciach";"zmluva o dielo";2577057.84;549;4694.09442622951
2013;"Technická univerzita v Košiciach";"zmluva o poskytovaní služieb";0;1;0
2013;"Technická univerzita v Košiciach";"zmluva o spolupráci";171225;15;11415
2013;"Technická univerzita vo Zvolene";"darovacia zmluva";5755.47;8;719.43375
2013;"Technická univerzita vo Zvolene";"iný";3001832.26;1889;1589.11183695077
2013;"Technická univerzita vo Zvolene";"kúpna zmluva";430389.92;29;14841.0317241379
2013;"Technická univerzita vo Zvolene";"nájomná zmluva";6010.71;25;240.4284
2013;"Technická univerzita vo Zvolene";"zmluva o dielo";1363006.24;31;43967.9432258064
2013;"Technická univerzita vo Zvolene";"zmluva o poskytovaní služieb";17734.7;4;4433.675
2013;"Technická univerzita vo Zvolene";"zmluva o spolupráci";0;1;0
2013;"Tepláreň Košice, a.s.";"darovacia zmluva";7000;7;1000
2013;"Tepláreň Košice, a.s.";"dohoda o splátkach";121680.55;2;60840.275
2013;"Tepláreň Košice, a.s.";"iný";16963619.63;247;68678.6219838057
2013;"Tepláreň Košice, a.s.";"kúpna zmluva";299961.57;9;33329.0633333333
2013;"Tepláreň Košice, a.s.";"nájomná zmluva";70796.38;24;2949.84916666667
2013;"Tepláreň Košice, a.s.";"zmluva o dielo";9752417.4;26;375092.976923077
2013;"Tlačová agentúra Slovenskej republiky";"iný";4139118;11;376283.454545455
2013;"Tlačová agentúra Slovenskej republiky";"kúpna zmluva";45187;3;15062.3333333333
2013;"Tlačová agentúra Slovenskej republiky";"nájomná zmluva";0;3;0
2013;"Tlačová agentúra Slovenskej republiky";"zmluva o spolupráci";0;1;0
2013;"Trenčianska univerzita Alexandra Dubčeka v Trenčíne";"darovacia zmluva";0;3;0
2013;"Trenčianska univerzita Alexandra Dubčeka v Trenčíne";"iný";11246632.8;134;83930.0955223881
2013;"Trenčianska univerzita Alexandra Dubčeka v Trenčíne";"kúpna zmluva";1169;6;194.833333333333
2013;"Trenčianska univerzita Alexandra Dubčeka v Trenčíne";"nájomná zmluva";5346.52;32;167.07875
2013;"Trenčianska univerzita Alexandra Dubčeka v Trenčíne";"zmluva o dielo";57285.45;11;5207.76818181818
2013;"Trenčianska univerzita Alexandra Dubčeka v Trenčíne";"zmluva o poskytovaní služieb";6048;1;6048
2013;"Trenčianska univerzita Alexandra Dubčeka v Trenčíne";"zmluva o spolupráci";0;2;0
2013;"Trnavská univerzita so sídlom v Trnave";"darovacia zmluva";31942.56;6;5323.76
2013;"Trnavská univerzita so sídlom v Trnave";"iný";15434254.085;164;94111.3053963415
2013;"Trnavská univerzita so sídlom v Trnave";"nájomná zmluva";9295.04;12;774.586666666667
2013;"Trnavská univerzita so sídlom v Trnave";"príkazná zmluva";250;3;83.3333333333333
2013;"Trnavská univerzita so sídlom v Trnave";"zmluva o dielo";36610.65;28;1307.52321428571
2013;"Trnavská univerzita so sídlom v Trnave";"zmluva o poskytovaní služieb";5000;1;5000
2013;"Trnavská univerzita so sídlom v Trnave";"zmluva o ubytovaní študentov";0;1;0
2013;"Univerzita J. Selyeho v Komárne";"iný";246249.12;40;6156.228
2013;"Univerzita J. Selyeho v Komárne";"nájomná zmluva";0;2;0
2013;"Univerzita J. Selyeho v Komárne";"zmluva o dielo";248211.28;59;4206.97084745763
2013;"Univerzita J. Selyeho v Komárne";"zmluva o spolupráci";0;11;0
2013;"Univerzita Komenského v Bratislave";"darovacia zmluva";26320.6;35;752.017142857143
2013;"Univerzita Komenského v Bratislave";"dohoda o splátkach";47151.24;5;9430.248
2013;"Univerzita Komenského v Bratislave";"iný";92986110.48;1269;73275.1067612293
2013;"Univerzita Komenského v Bratislave";"kúpna zmluva";8096097.45;77;105144.122727273
2013;"Univerzita Komenského v Bratislave";"nájomná zmluva";69263.75;128;541.123046875
2013;"Univerzita Komenského v Bratislave";"zmluva o dielo";2985308.896;387;7713.9764754522
2013;"Univerzita Komenského v Bratislave";"zmluva o poskytnutí dotácie";1000;1;1000
2013;"Univerzita Komenského v Bratislave";"zmluva o poskytovaní služieb";524293;23;22795.347826087
2013;"Univerzita Komenského v Bratislave";"zmluva o spolupráci";10670;7;1524.28571428571
2013;"Univerzita Komenského v Bratislave";"zmluva o zriadení vecného bremena";0;1;0
2013;"Univerzita Konštantína Filozofa v Nitre";"darovacia zmluva";6647.4;12;553.95
2013;"Univerzita Konštantína Filozofa v Nitre";"iný";34195352.53;623;54888.2063081862
2013;"Univerzita Konštantína Filozofa v Nitre";"kúpna zmluva";254547.7;12;21212.3083333333
2013;"Univerzita Konštantína Filozofa v Nitre";"nájomná zmluva";40584.74;22;1844.76090909091
2013;"Univerzita Konštantína Filozofa v Nitre";"zmluva o dielo";1315631.67;408;3224.58742647059
2013;"Univerzita Konštantína Filozofa v Nitre";"zmluva o poskytnutí dotácie";5800;3;1933.33333333333
2013;"Univerzita Konštantína Filozofa v Nitre";"zmluva o spolupráci";0;22;0
2013;"Univerzita Mateja Bela v Banskej Bystrici";"darovacia zmluva";30663.2;3;10221.0666666667
2013;"Univerzita Mateja Bela v Banskej Bystrici";"iný";4718215.932;547;8625.62327605119
2013;"Univerzita Mateja Bela v Banskej Bystrici";"kúpna zmluva";6644722.32;9;738302.48
2013;"Univerzita Mateja Bela v Banskej Bystrici";"nájomná zmluva";52713.136;67;786.763223880597
2013;"Univerzita Mateja Bela v Banskej Bystrici";"zmluva o dielo";1129027.35;57;19807.4973684211
2013;"Univerzita Mateja Bela v Banskej Bystrici";"zmluva o spolupráci";0;1;0
2013;"Univerzita Mateja Bela v Banskej Bystrici";"zmluva o zriadení vecného bremena";3204;2;1602
2013;"Univerzita Pavla Jozefa Šafárika v Košiciach ";"darovacia zmluva";13984;6;2330.66666666667
2013;"Univerzita Pavla Jozefa Šafárika v Košiciach ";"dohoda o splátkach";17344.28;2;8672.14
2013;"Univerzita Pavla Jozefa Šafárika v Košiciach ";"iný";13804306.3742;630;21911.5974193651
2013;"Univerzita Pavla Jozefa Šafárika v Košiciach ";"kúpna zmluva";1613387.026;33;48890.5159393939
2013;"Univerzita Pavla Jozefa Šafárika v Košiciach ";"nájomná zmluva";65030.8;142;457.96338028169
2013;"Univerzita Pavla Jozefa Šafárika v Košiciach ";"príkazná zmluva";76082.25;37;2056.27702702703
2013;"Univerzita Pavla Jozefa Šafárika v Košiciach ";"zmluva o dielo";22723924.48;79;287644.613670886
2013;"Univerzita Pavla Jozefa Šafárika v Košiciach ";"zmluva o poskytovaní služieb";323456.28;4;80864.07
2013;"Univerzita Pavla Jozefa Šafárika v Košiciach ";"zmluva o spolupráci";1200;90;13.3333333333333
2013;"Univerzita sv. Cyrila a Metoda v Trnave";"darovacia zmluva";2200;3;733.333333333333
2013;"Univerzita sv. Cyrila a Metoda v Trnave";"iný";92895.83;87;1067.76816091954
2013;"Univerzita sv. Cyrila a Metoda v Trnave";"kúpna zmluva";31843.33;3;10614.4433333333
2013;"Univerzita sv. Cyrila a Metoda v Trnave";"nájomná zmluva";0;10;0
2013;"Univerzita sv. Cyrila a Metoda v Trnave";"zmluva o dielo";1996957.11;12;166413.0925
2013;"Univerzita sv. Cyrila a Metoda v Trnave";"zmluva o poskytovaní služieb";0;4;0
2013;"Univerzita sv. Cyrila a Metoda v Trnave";"zmluva o spolupráci";0;3;0
2013;"Univerzita sv. Cyrila a Metoda v Trnave";"zmluva o ubytovaní študentov";0;1;0
2013;"Univerzita veterinárskeho lekárstva a farmácie v Košiciach";"darovacia zmluva";15393.13;11;1399.37545454545
2013;"Univerzita veterinárskeho lekárstva a farmácie v Košiciach";"dohoda o splátkach";9185.7;8;1148.2125
2013;"Univerzita veterinárskeho lekárstva a farmácie v Košiciach";"iný";53048050.03;285;186133.508877193
2013;"Univerzita veterinárskeho lekárstva a farmácie v Košiciach";"kúpna zmluva";832989.818;61;13655.5707868852
2013;"Univerzita veterinárskeho lekárstva a farmácie v Košiciach";"nájomná zmluva";10869.32;14;776.38
2013;"Univerzita veterinárskeho lekárstva a farmácie v Košiciach";"zmluva o dielo";285950.4;9;31772.2666666667
2013;"Univerzita veterinárskeho lekárstva a farmácie v Košiciach";"zmluva o poskytovaní služieb";250988.4;12;20915.7
2013;"Univerzita veterinárskeho lekárstva a farmácie v Košiciach";"zmluva o spolupráci";0;3;0
2013;"Úrad geodézie, kartografie a katastra SR";"darovacia zmluva";233;2;116.5
2013;"Úrad geodézie, kartografie a katastra SR";"dohoda o splátkach";76780;1;76780
2013;"Úrad geodézie, kartografie a katastra SR";"iný";28754436.07;2460;11688.7951504065
2013;"Úrad geodézie, kartografie a katastra SR";"kúpna zmluva";22808.37;3;7602.79
2013;"Úrad geodézie, kartografie a katastra SR";"nájomná zmluva";1112.41;9;123.601111111111
2013;"Úrad geodézie, kartografie a katastra SR";"zmluva o dielo";613464.27;42;14606.2921428571
2013;"Úrad geodézie, kartografie a katastra SR";"zmluva o spolupráci";0;2;0
2013;"Úrad geodézie, kartografie a katastra SR";"zmluva o zriadení vecného bremena";1225;5;245
2013;"Úrad jadrového dozoru SR";"iný";1636012.84;44;37182.11
2013;"Úrad jadrového dozoru SR";"kúpna zmluva";36104;1;36104
2013;"Úrad jadrového dozoru SR";"zmluva o dielo";202825.2;14;14487.5142857143
2013;"Úrad jadrového dozoru SR";"zmluva o poskytovaní služieb";55671.28;1;55671.28
2013;"Úrad na ochranu osobných údajov Slovenskej republiky";"iný";6736.01;12;561.334166666667
2013;"Úrad na ochranu osobných údajov Slovenskej republiky";"kúpna zmluva";24098.8;1;24098.8
2013;"Úrad pre dohľad nad výkonom auditu";"iný";5636;5;1127.2
2013;"Úrad pre dohľad nad zdravotnou starostlivosťou";"dohoda o splátkach";2850;8;356.25
2013;"Úrad pre dohľad nad zdravotnou starostlivosťou";"iný";301270.24;558;539.91082437276
2013;"Úrad pre dohľad nad zdravotnou starostlivosťou";"nájomná zmluva";23054.92;4;5763.73
2013;"Úrad pre dohľad nad zdravotnou starostlivosťou";"zmluva o dielo";79926.6;7;11418.0857142857
2013;"Úrad pre normalizáciu, metrológiu a skúšobníctvo SR";"dohoda o splátkach";29945;44;680.568181818182
2013;"Úrad pre normalizáciu, metrológiu a skúšobníctvo SR";"iný";5684722.24;584;9734.11342465753
2013;"Úrad pre normalizáciu, metrológiu a skúšobníctvo SR";"kúpna zmluva";321662.52;3;107220.84
2013;"Úrad pre normalizáciu, metrológiu a skúšobníctvo SR";"nájomná zmluva";2129.92;7;304.274285714286
2013;"Úrad pre normalizáciu, metrológiu a skúšobníctvo SR";"príkazná zmluva";155843.2;891;174.908193041526
2013;"Úrad pre normalizáciu, metrológiu a skúšobníctvo SR";"zmluva o dielo";53230;20;2661.5
2013;"Úrad pre normalizáciu, metrológiu a skúšobníctvo SR";"zmluva o poskytovaní služieb";0;2;0
2013;"Úrad pre normalizáciu, metrológiu a skúšobníctvo SR";"zmluva o spolupráci";40100;21;1909.52380952381
2013;"Úrad pre reguláciu sieťových odvetví";"iný";226524.67;26;8712.48730769231
2013;"Úrad pre reguláciu sieťových odvetví";"nájomná zmluva";517.08;1;517.08
2013;"Úrad pre reguláciu sieťových odvetví";"zmluva o dielo";23480.64;1;23480.64
2013;"Úrad pre verejné obstarávanie";"dohoda o splátkach";70924.56;1;70924.56
2013;"Úrad pre verejné obstarávanie";"iný";4774443.65;38;125643.253947368
2013;"Úrad pre verejné obstarávanie";"kúpna zmluva";19464;3;6488
2013;"Úrad pre verejné obstarávanie";"nájomná zmluva";353247.88;2;176623.94
2013;"Úrad pre verejné obstarávanie";"zmluva o spolupráci";0;1;0
2013;"Úrad priemyselného vlastníctva SR";"iný";7767200.49;60;129453.3415
2013;"Úrad priemyselného vlastníctva SR";"kúpna zmluva";25801.8;2;12900.9
2013;"Úrad priemyselného vlastníctva SR";"nájomná zmluva";5349.1;3;1783.03333333333
2013;"Úrad priemyselného vlastníctva SR";"zmluva o dielo";3309280.8;25;132371.232
2013;"Úrad priemyselného vlastníctva SR";"zmluva o spolupráci";0;1;0
2013;"Úrad vlády SR";"darovacia zmluva";60000;1;60000
2013;"Úrad vlády SR";"dohoda o splátkach";9790.54;2;4895.27
2013;"Úrad vlády SR";"iný";107161625.35;1904;56282.3662552521
2013;"Úrad vlády SR";"kúpna zmluva";274173.33;9;30463.7033333333
2013;"Úrad vlády SR";"nájomná zmluva";40152.6;10;4015.26
2013;"Úrad vlády SR";"príkazná zmluva";30040;8;3755
2013;"Úrad vlády SR";"zmluva o dielo";2465136.62;24;102714.025833333
2013;"Úrad vlády SR";"zmluva o poskytovaní služieb";6114.85;3;2038.28333333333
2013;"Úrad vlády SR";"zmluva o spolupráci";26915.77;5;5383.154
2013;"Všeobecná zdravotná poisťovňa a.s.";"darovacia zmluva";27100;15;1806.66666666667
2013;"Všeobecná zdravotná poisťovňa a.s.";"dohoda o splátkach";987383.35;1127;876.116548358474
2013;"Všeobecná zdravotná poisťovňa a.s.";"iný";71353766.27;1016;70230.0849114173
2013;"Všeobecná zdravotná poisťovňa a.s.";"kúpna zmluva";792659.01;8;99082.37625
2013;"Všeobecná zdravotná poisťovňa a.s.";"nájomná zmluva";364479.75;19;19183.1447368421
2013;"Všeobecná zdravotná poisťovňa a.s.";"poskytovanie a úhrada zdravotnej starostlivosti a služieb súvisiacich s poskytovaním zdravotnej starostlivosti";0;18459;0
2013;"Všeobecná zdravotná poisťovňa a.s.";"zmluva o dielo";464820.16;23;20209.572173913
2013;"Všeobecná zdravotná poisťovňa a.s.";"zmluva o poskytovaní služieb";206903.6;7;29557.6571428571
2013;"Všeobecná zdravotná poisťovňa a.s.";"zmluva o spolupráci";10600;3;3533.33333333333
2013;"Vysoká škola múzických umení";"darovacia zmluva";738.24;2;369.12
2013;"Vysoká škola múzických umení";"iný";392464;176;2229.90909090909
2013;"Vysoká škola múzických umení";"nájomná zmluva";18824.82;56;336.1575
2013;"Vysoká škola múzických umení";"zmluva o dielo";62042.14;34;1824.76882352941
2013;"Vysoká škola múzických umení";"zmluva o spolupráci";13102;23;569.652173913043
2013;"Vysoká škola výtvarných umení v Bratislave";"iný";343561.25;439;782.599658314351
2013;"Vysoká škola výtvarných umení v Bratislave";"kúpna zmluva";3805255.25;2;1902627.625
2013;"Vysoká škola výtvarných umení v Bratislave";"nájomná zmluva";41205.644;20;2060.2822
2013;"Vysoká škola výtvarných umení v Bratislave";"zmluva o dielo";187758.084;129;1455.48902325581
2013;"Vysoká škola výtvarných umení v Bratislave";"zmluva o poskytnutí dotácie";500;1;500
2013;"Vysoká škola výtvarných umení v Bratislave";"zmluva o spolupráci";2619.95;13;201.534615384615
2013;"Žilinská univerzita v Žiline";"dohoda o splátkach";16270.34;1;16270.34
2013;"Žilinská univerzita v Žiline";"iný";15419880.44;236;65338.476440678
2013;"Žilinská univerzita v Žiline";"nájomná zmluva";42807.24;30;1426.908
2013;"Žilinská univerzita v Žiline";"zmluva o dielo";168940.69;94;1797.24138297872
2013;"Žilinská univerzita v Žiline";"zmluva o spolupráci";818200;2;409100
2013;"Žilinská univerzita v Žiline";"zmluva o zriadení vecného bremena";0;1;0
2013;NA;"iný";223910.4;1;223910.4
2014;"Agrokomplex – Výstavníctvo Nitra, š.p.";"darovacia zmluva";0;2;0
2014;"Agrokomplex – Výstavníctvo Nitra, š.p.";"iný";1243074.72;310;4009.9184516129
2014;"Agrokomplex – Výstavníctvo Nitra, š.p.";"kúpna zmluva";453716.3;11;41246.9363636364
2014;"Agrokomplex – Výstavníctvo Nitra, š.p.";"nájomná zmluva";336253.92;215;1563.97172093023
2014;"Agrokomplex – Výstavníctvo Nitra, š.p.";"zmluva o dielo";7840.62;20;392.031
2014;"Agrokomplex – Výstavníctvo Nitra, š.p.";"zmluva o spolupráci";179567.62;56;3206.56464285714
2014;"Akadémia umení v Banskej Bystrici";"iný";468645.32;77;6086.30285714286
2014;"Akadémia umení v Banskej Bystrici";"zmluva o dielo";36770.2;187;196.632085561497
2014;"Audiovizuálny fond";"iný";0;273;0
2014;"Audiovizuálny fond";"zmluva o dielo";0;1;0
2014;"Ekonomická univerzita v Bratislave";"darovacia zmluva";0;2;0
2014;"Ekonomická univerzita v Bratislave";"iný";1356739.41;328;4136.4006402439
2014;"Ekonomická univerzita v Bratislave";"kúpna zmluva";0;1;0
2014;"Ekonomická univerzita v Bratislave";"nájomná zmluva";0;43;0
2014;"Ekonomická univerzita v Bratislave";"zmluva o dielo";0;1;0
2014;"Ekonomická univerzita v Bratislave";"zmluva o spolupráci";0;2;0
2014;"Elektronický kontraktačný systém";"iný";8254.08;11;750.370909090909
2014;"Elektronický kontraktačný systém";"kúpna zmluva";1231695.01;162;7603.05561728395
2014;"Elektronický kontraktačný systém";"zmluva o dielo";65616.79;3;21872.2633333333
2014;"Elektronický kontraktačný systém";"zmluva o poskytovaní služieb";38366;2;19183
2014;"Fond na podporu vzdelávania";"dohoda o splátkach";2341628.83;1445;1620.50438062284
2014;"Fond na podporu vzdelávania";"iný";7221653.57;2368;3049.68478462838
2014;"Fond na podporu vzdelávania";"nájomná zmluva";0;3;0
2014;"Fond národného majetku SR";"darovacia zmluva";372.05;4;93.0125
2014;"Fond národného majetku SR";"dohoda o splátkach";503052.79;9;55894.7544444444
2014;"Fond národného majetku SR";"iný";27161857.89;1504;18059.7459375
2014;"Fond národného majetku SR";"kúpna zmluva";1057898;175;6045.13142857143
2014;"Fond národného majetku SR";"nájomná zmluva";305964.09;81;3777.33444444444
2014;"Fond národného majetku SR";"zmluva o dielo";62399817.951;246;253657.79654878
2014;"Fond národného majetku SR";"zmluva o poskytovaní služieb";103608;10;10360.8
2014;"Fond národného majetku SR";"zmluva o spolupráci";500;4;125
2014;"Fond národného majetku SR";"zmluva o zriadení vecného bremena";2484.42;10;248.442
2014;"Generálna prokuratúra Slovenskej republiky ";"darovacia zmluva";0;2;0
2014;"Generálna prokuratúra Slovenskej republiky ";"iný";1541760.15004;235;6560.68148953191
2014;"Generálna prokuratúra Slovenskej republiky ";"kúpna zmluva";2502254.8;13;192481.138461538
2014;"Generálna prokuratúra Slovenskej republiky ";"nájomná zmluva";22402.328725;3;7467.44290833333
2014;"Generálna prokuratúra Slovenskej republiky ";"zmluva o dielo";448678.79;47;9546.35723404255
2014;"Generálna prokuratúra Slovenskej republiky ";"zmluva o poskytovaní služieb";42000;1;42000
2014;"Hudobný fond";"iný";73375.48;95;772.37347368421
2014;"Hudobný fond";"nájomná zmluva";110;1;110
2014;"Hudobný fond";"zmluva o dielo";13270;36;368.611111111111
2014;"Kancelária Národnej rady Slovenskej republiky";"darovacia zmluva";0;16;0
2014;"Kancelária Národnej rady Slovenskej republiky";"dohoda o splátkach";1610;4;402.5
2014;"Kancelária Národnej rady Slovenskej republiky";"iný";2687780.81;148;18160.6811486486
2014;"Kancelária Národnej rady Slovenskej republiky";"nájomná zmluva";146549.18;21;6978.53238095238
2014;"Kancelária Národnej rady Slovenskej republiky";"zmluva o dielo";27004340.91;11;2454940.08272727
2014;"Kancelária Národnej rady Slovenskej republiky";"zmluva o poskytovaní služieb";120000;3;40000
2014;"Kancelária prezidenta Slovenskej republiky";"darovacia zmluva";0;1;0
2014;"Kancelária prezidenta Slovenskej republiky";"iný";126410.25;74;1708.24662162162
2014;"Kancelária prezidenta Slovenskej republiky";"kúpna zmluva";5338.4;1;5338.4
2014;"Kancelária prezidenta Slovenskej republiky";"nájomná zmluva";23108;6;3851.33333333333
2014;"Kancelária prezidenta Slovenskej republiky";"zmluva o dielo";71714.96;1;71714.96
2014;"Kancelária prezidenta Slovenskej republiky";"zmluva o poskytovaní služieb";22770;1;22770
2014;"Kancelária Rady pre rozpočtovú zodpovednosť";"iný";360;1;360
2014;"Kancelária Rady pre rozpočtovú zodpovednosť";"zmluva o dielo";410;1;410
2014;"Kancelária Ústavného súdu Slovenskej republiky";"iný";2394148.68;61;39248.3390163934
2014;"Kancelária Ústavného súdu Slovenskej republiky";"kúpna zmluva";52865.64;3;17621.88
2014;"Kancelária Ústavného súdu Slovenskej republiky";"nájomná zmluva";7003.82;4;1750.955
2014;"Kancelária Ústavného súdu Slovenskej republiky";"zmluva o dielo";10269.42;2;5134.71
2014;"Kancelária Ústavného súdu Slovenskej republiky";"zmluva o poskytovaní služieb";38635.38;4;9658.845
2014;"Kancelária verejného ochrancu práv";"iný";151214.38;9;16801.5977777778
2014;"Kancelária verejného ochrancu práv";"nájomná zmluva";152118.8;1;152118.8
2014;"Kancelária verejného ochrancu práv";"zmluva o dielo";2543;1;2543
2014;"Kancelária verejného ochrancu práv";"zmluva o poskytovaní služieb";4233.36;1;4233.36
2014;"Katolícka univerzita v Ružomberku";"darovacia zmluva";200;1;200
2014;"Katolícka univerzita v Ružomberku";"iný";24530415.748;131;187255.082045802
2014;"Katolícka univerzita v Ružomberku";"kúpna zmluva";1288510.56;8;161063.82
2014;"Katolícka univerzita v Ružomberku";"nájomná zmluva";24125;48;502.604166666667
2014;"Katolícka univerzita v Ružomberku";"príkazná zmluva";11506.1;63;182.636507936508
2014;"Katolícka univerzita v Ružomberku";"zmluva o dielo";199980.32;13;15383.1015384615
2014;"Katolícka univerzita v Ružomberku";"zmluva o poskytnutí dotácie";650;2;325
2014;"Katolícka univerzita v Ružomberku";"zmluva o poskytovaní služieb";9140;6;1523.33333333333
2014;"Katolícka univerzita v Ružomberku";"zmluva o spolupráci";0;3;0
2014;"Matica slovenská";"iný";1888583.54;48;39345.4904166667
2014;"Matica slovenská";"kúpna zmluva";60000;1;60000
2014;"Matica slovenská";"nájomná zmluva";13302.16;6;2217.02666666667
2014;"Matica slovenská";"zmluva o dielo";11062.31;12;921.859166666667
2014;"Matica slovenská";"zmluva o spolupráci";12655.6;3;4218.53333333333
2014;"Ministerstvo dopravy, výstavby a regionálneho rozvoja SR";"darovacia zmluva";3000;2;1500
2014;"Ministerstvo dopravy, výstavby a regionálneho rozvoja SR";"dohoda o splátkach";236040.26;28;8430.00928571429
2014;"Ministerstvo dopravy, výstavby a regionálneho rozvoja SR";"iný";5338240458.2618;14722;362602.93834138
2014;"Ministerstvo dopravy, výstavby a regionálneho rozvoja SR";"kúpna zmluva";16837957.937;1746;9643.73306815578
2014;"Ministerstvo dopravy, výstavby a regionálneho rozvoja SR";"nájomná zmluva";17542969.617;9644;1819.05533150145
2014;"Ministerstvo dopravy, výstavby a regionálneho rozvoja SR";"zmluva o dielo";801466806.722;517;1550225.93176402
2014;"Ministerstvo dopravy, výstavby a regionálneho rozvoja SR";"zmluva o poskytovaní služieb";38631156.36;132;292660.275454545
