"year";"NazovRezortu";"typ_zmluvy";"suma_spolu";"pocet";"avg"
2014;"Vysoká škola výtvarných umení v Bratislave";"nájomná zmluva";22423.924;13;1724.91723076923
2014;"Vysoká škola výtvarných umení v Bratislave";"zmluva o dielo";245834.72;171;1437.62994152047
2014;"Vysoká škola výtvarných umení v Bratislave";"zmluva o spolupráci";19304;5;3860.8
2014;"Žilinská univerzita v Žiline";"dohoda o splátkach";33016.7;3;11005.5666666667
2014;"Žilinská univerzita v Žiline";"iný";17171100.39;497;34549.4977665996
2014;"Žilinská univerzita v Žiline";"kúpna zmluva";14023.2;1;14023.2
2014;"Žilinská univerzita v Žiline";"nájomná zmluva";27167.53;31;876.371935483871
2014;"Žilinská univerzita v Žiline";"zmluva o dielo";12003080.22;79;151937.724303797
2014;"Žilinská univerzita v Žiline";"zmluva o spolupráci";0;3;0
2014;"Žilinská univerzita v Žiline";"zmluva o zriadení vecného bremena";0;1;0
2014;NA;"iný";236140.8;1;236140.8
2015;"Agrokomplex – Výstavníctvo Nitra, š.p.";"darovacia zmluva";0;7;0
2015;"Agrokomplex – Výstavníctvo Nitra, š.p.";"iný";1177724.47;282;4176.32790780142
2015;"Agrokomplex – Výstavníctvo Nitra, š.p.";"kúpna zmluva";48020;3;16006.6666666667
2015;"Agrokomplex – Výstavníctvo Nitra, š.p.";"nájomná zmluva";506533.3;241;2101.7979253112
2015;"Agrokomplex – Výstavníctvo Nitra, š.p.";"zmluva o dielo";6538;20;326.9
2015;"Agrokomplex – Výstavníctvo Nitra, š.p.";"zmluva o spolupráci";173239.76;58;2986.8924137931
2015;"Akadémia umení v Banskej Bystrici";"iný";224150.34;84;2668.45642857143
2015;"Akadémia umení v Banskej Bystrici";"zmluva o dielo";45360.78;160;283.504875
2015;"Akadémia umení v Banskej Bystrici";"zmluva o spolupráci";0;2;0
2015;"Audiovizuálny fond";"iný";0;371;0
2015;"Audiovizuálny fond";"zmluva o dielo";0;5;0
2015;"Audiovizuálny fond";"zmluva o spolupráci";0;1;0
2015;"Ekonomická univerzita v Bratislave";"darovacia zmluva";0;1;0
2015;"Ekonomická univerzita v Bratislave";"iný";1469540.37;659;2229.95503793627
2015;"Ekonomická univerzita v Bratislave";"nájomná zmluva";0;30;0
2015;"Ekonomická univerzita v Bratislave";"zmluva o dielo";0;10;0
2015;"Ekonomická univerzita v Bratislave";"zmluva o spolupráci";0;4;0
2015;"Elektronický kontraktačný systém";"iný";1881106.27;109;17257.8556880734
2015;"Elektronický kontraktačný systém";"kúpna zmluva";155407583.68;24384;6373.34250656168
2015;"Elektronický kontraktačný systém";"zmluva o dielo";44165573.82;1255;35191.6922868526
2015;"Elektronický kontraktačný systém";"zmluva o poskytovaní služieb";40655264.72;3355;12117.8136274218
2015;"Fond na podporu vzdelávania";"dohoda o splátkach";0;900;0
2015;"Fond na podporu vzdelávania";"iný";6921330;2411;2870.72998755703
2015;"Fond na podporu vzdelávania";"nájomná zmluva";0;1;0
2015;"Fond národného majetku SR";"darovacia zmluva";63068;88;716.681818181818
2015;"Fond národného majetku SR";"dohoda o splátkach";725754.52;21;34559.739047619
2015;"Fond národného majetku SR";"iný";33738965.482;1045;32286.0913703349
2015;"Fond národného majetku SR";"kúpna zmluva";1891377.44;40;47284.436
2015;"Fond národného majetku SR";"nájomná zmluva";235858.15;70;3369.40214285714
2015;"Fond národného majetku SR";"zmluva o dielo";15059056.53;185;81400.3055675676
2015;"Fond národného majetku SR";"zmluva o poskytovaní služieb";108264;12;9022
2015;"Fond národného majetku SR";"zmluva o spolupráci";4700;5;940
2015;"Fond národného majetku SR";"zmluva o zriadení vecného bremena";507;3;169
2015;"Fond výtvarných umení";"iný";1871000;1;1871000
2015;"Generálna prokuratúra Slovenskej republiky ";"darovacia zmluva";0;1;0
2015;"Generálna prokuratúra Slovenskej republiky ";"iný";14561318.37;220;66187.8107727273
2015;"Generálna prokuratúra Slovenskej republiky ";"kúpna zmluva";66431.41;6;11071.9016666667
2015;"Generálna prokuratúra Slovenskej republiky ";"nájomná zmluva";11.1;2;5.55
2015;"Generálna prokuratúra Slovenskej republiky ";"zmluva o dielo";901146.96;50;18022.9392
2015;"Generálna prokuratúra Slovenskej republiky ";"zmluva o poskytovaní služieb";73620;2;36810
2015;"Hudobný fond";"iný";40936.41;72;568.56125
2015;"Hudobný fond";"nájomná zmluva";0;2;0
2015;"Hudobný fond";"zmluva o dielo";25870;52;497.5
2015;"Kancelária Národnej rady Slovenskej republiky";"darovacia zmluva";0;8;0
2015;"Kancelária Národnej rady Slovenskej republiky";"iný";1399955.26;153;9150.03437908497
2015;"Kancelária Národnej rady Slovenskej republiky";"kúpna zmluva";148878;1;148878
2015;"Kancelária Národnej rady Slovenskej republiky";"nájomná zmluva";670933.9;26;25805.15
2015;"Kancelária Národnej rady Slovenskej republiky";"zmluva o dielo";3174904.91;24;132287.704583333
2015;"Kancelária prezidenta Slovenskej republiky";"iný";77278.08;66;1170.88
2015;"Kancelária prezidenta Slovenskej republiky";"nájomná zmluva";7529.6;5;1505.92
2015;"Kancelária prezidenta Slovenskej republiky";"zmluva o dielo";20131.36;1;20131.36
2015;"Kancelária prezidenta Slovenskej republiky";"zmluva o poskytovaní služieb";10510;1;10510
2015;"Kancelária Rady pre rozpočtovú zodpovednosť";"iný";475499;7;67928.4285714286
2015;"Kancelária Rady pre rozpočtovú zodpovednosť";"zmluva o dielo";870;4;217.5
2015;"Kancelária Ústavného súdu Slovenskej republiky";"darovacia zmluva";65216.09;1;65216.09
2015;"Kancelária Ústavného súdu Slovenskej republiky";"iný";333319.9;57;5847.71754385965
2015;"Kancelária Ústavného súdu Slovenskej republiky";"kúpna zmluva";9410.85;2;4705.425
2015;"Kancelária Ústavného súdu Slovenskej republiky";"nájomná zmluva";9710.2;4;2427.55
2015;"Kancelária Ústavného súdu Slovenskej republiky";"zmluva o dielo";11359.15;2;5679.575
2015;"Kancelária Ústavného súdu Slovenskej republiky";"zmluva o poskytovaní služieb";27799.99;3;9266.66333333333
2015;"Kancelária verejného ochrancu práv";"iný";5646.82;9;627.424444444444
2015;"Kancelária verejného ochrancu práv";"nájomná zmluva";300;1;300
2015;"Kancelária verejného ochrancu práv";"zmluva o dielo";20972.64;3;6990.88
2015;"Kancelária verejného ochrancu práv";"zmluva o poskytovaní služieb";528;1;528
2015;"Katolícka univerzita v Ružomberku";"darovacia zmluva";209361;5;41872.2
2015;"Katolícka univerzita v Ružomberku";"iný";25479233.36;142;179431.22084507
2015;"Katolícka univerzita v Ružomberku";"kúpna zmluva";1890;2;945
2015;"Katolícka univerzita v Ružomberku";"nájomná zmluva";30422.72;28;1086.52571428571
2015;"Katolícka univerzita v Ružomberku";"príkazná zmluva";14428;87;165.83908045977
2015;"Katolícka univerzita v Ružomberku";"zmluva o dielo";2833526.97;11;257593.360909091
2015;"Katolícka univerzita v Ružomberku";"zmluva o poskytnutí dotácie";500;1;500
2015;"Katolícka univerzita v Ružomberku";"zmluva o poskytovaní služieb";6960;5;1392
2015;"Katolícka univerzita v Ružomberku";"zmluva o spolupráci";49796;6;8299.33333333333
2015;"Literárny fond";"iný";0;1;0
2015;"Literárny fond";"zmluva o dielo";8543.02;1;8543.02
2015;"Literárny fond";"zmluva o spolupráci";0;1;0
2015;"Matica slovenská";"iný";926367.89;14;66169.135
2015;"Matica slovenská";"nájomná zmluva";32185.03;11;2925.91181818182
2015;"Matica slovenská";"zmluva o dielo";53522.13;9;5946.90333333333
2015;"Ministerstvo dopravy, výstavby a regionálneho rozvoja SR";"darovacia zmluva";21700;9;2411.11111111111
2015;"Ministerstvo dopravy, výstavby a regionálneho rozvoja SR";"dohoda o splátkach";285032234.76;27;10556749.4355556
2015;"Ministerstvo dopravy, výstavby a regionálneho rozvoja SR";"iný";5813297463.7655;17734;327805.202648331
2015;"Ministerstvo dopravy, výstavby a regionálneho rozvoja SR";"kúpna zmluva";41375347.02;2695;15352.6334025974
2015;"Ministerstvo dopravy, výstavby a regionálneho rozvoja SR";"nájomná zmluva";18794736.197;11558;1626.1235678318
2015;"Ministerstvo dopravy, výstavby a regionálneho rozvoja SR";"príkazná zmluva";0;2;0
2015;"Ministerstvo dopravy, výstavby a regionálneho rozvoja SR";"zmluva o dielo";182063054.459;719;253217.043753825
2015;"Ministerstvo dopravy, výstavby a regionálneho rozvoja SR";"zmluva o poskytovaní služieb";14419212.79;165;87389.1684242424
2015;"Ministerstvo dopravy, výstavby a regionálneho rozvoja SR";"zmluva o spolupráci";4672200;35;133491.428571429
2015;"Ministerstvo dopravy, výstavby a regionálneho rozvoja SR";"zmluva o zriadení vecného bremena";425230.0967;2339;181.799955835827
2015;"Ministerstvo financií SR";"darovacia zmluva";1125350;64;17583.59375
2015;"Ministerstvo financií SR";"dohoda o splátkach";373159.8;69;5408.11304347826
2015;"Ministerstvo financií SR";"iný";4084063084.684;1442;2832221.27925381
2015;"Ministerstvo financií SR";"kúpna zmluva";15914057.47;53;300265.235283019
2015;"Ministerstvo financií SR";"nájomná zmluva";53867.226;59;913.003830508475
2015;"Ministerstvo financií SR";"zmluva o dielo";29747669.448;55;540866.717236364
2015;"Ministerstvo financií SR";"zmluva o poskytovaní služieb";2110803.23;14;150771.659285714
2015;"Ministerstvo financií SR";"zmluva o spolupráci";0;11;0
2015;"Ministerstvo hospodárstva SR ";"darovacia zmluva";835771;166;5034.76506024096
2015;"Ministerstvo hospodárstva SR ";"dohoda o splátkach";77754.11;3;25918.0366666667
2015;"Ministerstvo hospodárstva SR ";"iný";328910812.93;2873;114483.401646363
2015;"Ministerstvo hospodárstva SR ";"kúpna zmluva";35616990.94;1509;23603.0423724321
2015;"Ministerstvo hospodárstva SR ";"nájomná zmluva";5402780.268;27;200102.972888889
2015;"Ministerstvo hospodárstva SR ";"zmluva o dielo";138446740.58;108;1281914.26462963
2015;"Ministerstvo hospodárstva SR ";"zmluva o poskytnutí dotácie";8635000;14;616785.714285714
2015;"Ministerstvo hospodárstva SR ";"zmluva o poskytovaní služieb";692835.88;16;43302.2425
2015;"Ministerstvo hospodárstva SR ";"zmluva o spolupráci";18747.2;11;1704.29090909091
2015;"Ministerstvo hospodárstva SR ";"zmluva o zriadení vecného bremena";18273.1;4;4568.275
2015;"Ministerstvo kultúry SR";"darovacia zmluva";78737.2;111;709.344144144144
2015;"Ministerstvo kultúry SR";"dohoda o splátkach";0;1;0
2015;"Ministerstvo kultúry SR";"iný";148201563.422;6902;21472.2636079397
2015;"Ministerstvo kultúry SR";"kúpna zmluva";4390463.74;213;20612.5058215962
2015;"Ministerstvo kultúry SR";"nájomná zmluva";1486175.75;2023;734.639520514088
2015;"Ministerstvo kultúry SR";"príkazná zmluva";25466.6;290;87.8158620689655
2015;"Ministerstvo kultúry SR";"zmluva o dielo";15179314.67;1548;9805.75883074935
2015;"Ministerstvo kultúry SR";"zmluva o poskytnutí dotácie";741950;49;15141.8367346939
2015;"Ministerstvo kultúry SR";"zmluva o poskytovaní služieb";111536;18;6196.44444444444
2015;"Ministerstvo kultúry SR";"zmluva o spolupráci";737073.85;374;1970.78569518717
2015;"Ministerstvo kultúry SR";"zmluva o zriadení vecného bremena";6800;2;3400
2015;"Ministerstvo obrany SR";"dohoda o splátkach";97248.96;13;7480.68923076923
2015;"Ministerstvo obrany SR";"iný";141554145.36874;1516;93373.446813153
2015;"Ministerstvo obrany SR";"kúpna zmluva";1684559.16;39;43193.8246153846
2015;"Ministerstvo obrany SR";"nájomná zmluva";538178.862;465;1157.37389677419
2015;"Ministerstvo obrany SR";"zmluva o dielo";33306420.28;171;194774.387602339
2015;"Ministerstvo obrany SR";"zmluva o poskytnutí dotácie";4200;2;2100
2015;"Ministerstvo obrany SR";"zmluva o poskytovaní služieb";0;3;0
2015;"Ministerstvo obrany SR";"zmluva o spolupráci";0;5;0
2015;"Ministerstvo obrany SR";"zmluva o zriadení vecného bremena";5642.69;11;512.971818181818
2015;"Ministerstvo pôdohospodárstva a rozvoja vidieka SR";"darovacia zmluva";687100;7;98157.1428571429
2015;"Ministerstvo pôdohospodárstva a rozvoja vidieka SR";"dohoda o splátkach";955861.01;12;79655.0841666667
2015;"Ministerstvo pôdohospodárstva a rozvoja vidieka SR";"iný";1186651994.989;12933;91753.8077003789
2015;"Ministerstvo pôdohospodárstva a rozvoja vidieka SR";"kúpna zmluva";10273267.0997;858;11973.5047782051
2015;"Ministerstvo pôdohospodárstva a rozvoja vidieka SR";"nájomná zmluva";1207643.34;1936;623.782716942149
2015;"Ministerstvo pôdohospodárstva a rozvoja vidieka SR";"príkazná zmluva";48720;87;560
2015;"Ministerstvo pôdohospodárstva a rozvoja vidieka SR";"zmluva o dielo";13702911.5;672;20391.2373511905
2015;"Ministerstvo pôdohospodárstva a rozvoja vidieka SR";"zmluva o poskytnutí dotácie";11375695.2;97;117275.208247423
2015;"Ministerstvo pôdohospodárstva a rozvoja vidieka SR";"zmluva o poskytovaní služieb";260123;13;20009.4615384615
2015;"Ministerstvo pôdohospodárstva a rozvoja vidieka SR";"zmluva o spolupráci";205656;21;9793.14285714286
2015;"Ministerstvo pôdohospodárstva a rozvoja vidieka SR";"zmluva o zriadení vecného bremena";4745.24;20;237.262
2015;"Ministerstvo práce, sociálnych vecí a rodiny SR";"darovacia zmluva";71671.91;80;895.898875
2015;"Ministerstvo práce, sociálnych vecí a rodiny SR";"dohoda o splátkach";977217.74;1243;786.176781979083
2015;"Ministerstvo práce, sociálnych vecí a rodiny SR";"iný";975452622.032;31259;31205.4967219681
2015;"Ministerstvo práce, sociálnych vecí a rodiny SR";"kúpna zmluva";271736.88;33;8234.45090909091
2015;"Ministerstvo práce, sociálnych vecí a rodiny SR";"nájomná zmluva";674881.37;91;7416.27879120879
2015;"Ministerstvo práce, sociálnych vecí a rodiny SR";"zmluva o dielo";19339543.192;148;130672.589135135
2015;"Ministerstvo práce, sociálnych vecí a rodiny SR";"zmluva o poskytovaní služieb";237762.4;11;21614.7636363636
2015;"Ministerstvo práce, sociálnych vecí a rodiny SR";"zmluva o spolupráci";337;98;3.43877551020408
2015;"Ministerstvo práce, sociálnych vecí a rodiny SR";"zmluva o zriadení vecného bremena";7110;2;3555
2015;"Ministerstvo spravodlivosti SR";"darovacia zmluva";4306.41;25;172.2564
2015;"Ministerstvo spravodlivosti SR";"dohoda o splátkach";219294.41;238;921.405084033613
2015;"Ministerstvo spravodlivosti SR";"iný";321105106.9098;2565;125187.176183158
2015;"Ministerstvo spravodlivosti SR";"kúpna zmluva";1860925.36;72;25846.1855555556
2015;"Ministerstvo spravodlivosti SR";"nájomná zmluva";243439.03;119;2045.70613445378
2015;"Ministerstvo spravodlivosti SR";"zmluva o dielo";11168679.48;183;61031.0354098361
2015;"Ministerstvo spravodlivosti SR";"zmluva o poskytovaní služieb";155369.56;45;3452.65688888889
2015;"Ministerstvo spravodlivosti SR";"zmluva o spolupráci";2230;15;148.666666666667
2015;"Ministerstvo spravodlivosti SR";"zmluva o zriadení vecného bremena";360;4;90
2015;"Ministerstvo školstva, vedy, výskumu a športu SR";"darovacia zmluva";86748.95;124;699.588306451613
2015;"Ministerstvo školstva, vedy, výskumu a športu SR";"dohoda o splátkach";7312.32;3;2437.44
2015;"Ministerstvo školstva, vedy, výskumu a športu SR";"iný";3771444701.96047;16970;222241.879903386
2015;"Ministerstvo školstva, vedy, výskumu a športu SR";"kúpna zmluva";5016763.28;109;46025.3511926605
2015;"Ministerstvo školstva, vedy, výskumu a športu SR";"nájomná zmluva";638143.88;494;1291.78923076923
2015;"Ministerstvo školstva, vedy, výskumu a športu SR";"príkazná zmluva";204600;15;13640
2015;"Ministerstvo školstva, vedy, výskumu a športu SR";"zmluva o dielo";31070593.93;1914;16233.3301619645
2015;"Ministerstvo školstva, vedy, výskumu a športu SR";"zmluva o poskytovaní služieb";529408.14;53;9988.83283018868
2015;"Ministerstvo školstva, vedy, výskumu a športu SR";"zmluva o spolupráci";490500;279;1758.06451612903
2015;"Ministerstvo vnútra SR";"darovacia zmluva";134367.23;395;340.170202531646
2015;"Ministerstvo vnútra SR";"dohoda o splátkach";474004.72;952;497.904117647059
2015;"Ministerstvo vnútra SR";"iný";499157004.5291;7055;70752.233101219
2015;"Ministerstvo vnútra SR";"kúpna zmluva";5918857.96;307;19279.6676221498
2015;"Ministerstvo vnútra SR";"nájomná zmluva";324785.27;608;534.186299342105
2015;"Ministerstvo vnútra SR";"príkazná zmluva";0;2;0
2015;"Ministerstvo vnútra SR";"zmluva o dielo";21476666.45;338;63540.4332840237
2015;"Ministerstvo vnútra SR";"zmluva o poskytnutí dotácie";48000;3;16000
2015;"Ministerstvo vnútra SR";"zmluva o poskytovaní služieb";1550102.0928;29;53451.7963034483
2015;"Ministerstvo vnútra SR";"zmluva o spolupráci";0;10;0
2015;"Ministerstvo vnútra SR";"zmluva o zriadení vecného bremena";1703.13;9;189.236666666667
2015;"Ministerstvo zahraničných vecí SR";"iný";68374409.99;782;87435.3068925831
2015;"Ministerstvo zahraničných vecí SR";"nájomná zmluva";63521.04;15;4234.736
2015;"Ministerstvo zahraničných vecí SR";"zmluva o dielo";2158382.23;83;26004.6051807229
2015;"Ministerstvo zahraničných vecí SR";"zmluva o poskytovaní služieb";355968;2;177984
2015;"Ministerstvo zahraničných vecí SR";"zmluva o spolupráci";1000;3;333.333333333333
2015;"Ministerstvo zdravotníctva SR";"darovacia zmluva";204751.02;139;1473.02892086331
2015;"Ministerstvo zdravotníctva SR";"dohoda o splátkach";5048148.77;55;91784.5230909091
2015;"Ministerstvo zdravotníctva SR";"iný";330351911.1657;4622;71473.8016368888
2015;"Ministerstvo zdravotníctva SR";"kúpna zmluva";13052799.9193;248;52632.2577391129
2015;"Ministerstvo zdravotníctva SR";"nájomná zmluva";2616567.094;488;5361.81781557377
2015;"Ministerstvo zdravotníctva SR";"príkazná zmluva";1720;4;430
2015;"Ministerstvo zdravotníctva SR";"zmluva o dielo";24765053.0766;234;105833.56015641
2015;"Ministerstvo zdravotníctva SR";"zmluva o poskytnutí dotácie";345585.2;22;15708.4181818182
2015;"Ministerstvo zdravotníctva SR";"zmluva o poskytovaní služieb";2174366.34;86;25283.3295348837
2015;"Ministerstvo zdravotníctva SR";"zmluva o spolupráci";44890.75;50;897.815
2015;"Ministerstvo zdravotníctva SR";"zmluva o zriadení vecného bremena";13930.08;10;1393.008
2015;"Ministerstvo životného prostredia SR";"darovacia zmluva";115;3;38.3333333333333
2015;"Ministerstvo životného prostredia SR";"dohoda o splátkach";344354.64;8;43044.33
2015;"Ministerstvo životného prostredia SR";"iný";1749797964.4548;3507;498944.386784944
2015;"Ministerstvo životného prostredia SR";"kúpna zmluva";3161495.268;79;40018.927443038
2015;"Ministerstvo životného prostredia SR";"nájomná zmluva";473313.83;458;1033.43631004367
2015;"Ministerstvo životného prostredia SR";"zmluva o dielo";157393391.453;931;169058.422613319
2015;"Ministerstvo životného prostredia SR";"zmluva o poskytovaní služieb";2325199.46;23;101095.628695652
2015;"Ministerstvo životného prostredia SR";"zmluva o spolupráci";47405.34;18;2633.63
2015;"Ministerstvo životného prostredia SR";"zmluva o zriadení vecného bremena";0;2;0
2015;"Najvyšší kontrolný úrad Slovenskej republiky";"darovacia zmluva";0;1;0
2015;"Najvyšší kontrolný úrad Slovenskej republiky";"iný";4117666.12;37;111288.273513514
2015;"Najvyšší kontrolný úrad Slovenskej republiky";"kúpna zmluva";68710;1;68710
2015;"Najvyšší kontrolný úrad Slovenskej republiky";"nájomná zmluva";12840;2;6420
2015;"Najvyšší kontrolný úrad Slovenskej republiky";"zmluva o poskytovaní služieb";41000;3;13666.6666666667
2015;"Najvyšší súd SR";"iný";636234.92;27;23564.2562962963
2015;"Najvyšší súd SR";"kúpna zmluva";1900;1;1900
2015;"Najvyšší súd SR";"zmluva o dielo";4326.63;1;4326.63
2015;"Národný bezpečnostný úrad";"dohoda o splátkach";7760.95;2;3880.475
2015;"Národný bezpečnostný úrad";"iný";12331759.7;35;352335.991428571
2015;"Národný bezpečnostný úrad";"kúpna zmluva";281185.44;6;46864.24
2015;"Národný bezpečnostný úrad";"zmluva o dielo";17932.2;3;5977.4
2015;"Národný inšpektorát práce";"iný";484739.16;135;3590.66044444444
2015;"Národný inšpektorát práce";"kúpna zmluva";0;1;0
2015;"Národný inšpektorát práce";"nájomná zmluva";1257378.72;3;419126.24
2015;"Národný inšpektorát práce";"zmluva o dielo";432;1;432
2015;"Národný inšpektorát práce";"zmluva o zriadení vecného bremena";0;1;0
2015;"Ostatné";"iný";1572862.22;54;29127.0781481481
2015;"Ostatné";"kúpna zmluva";156919.45;2;78459.725
2015;"Ostatné";"zmluva o dielo";1136531;7;162361.571428571
2015;"Prešovská univerzita v Prešove";"darovacia zmluva";3670;4;917.5
2015;"Prešovská univerzita v Prešove";"iný";1928260.98;133;14498.2028571429
2015;"Prešovská univerzita v Prešove";"kúpna zmluva";418654.12;9;46517.1244444444
2015;"Prešovská univerzita v Prešove";"nájomná zmluva";1582.62;16;98.91375
2015;"Prešovská univerzita v Prešove";"príkazná zmluva";66.48;1;66.48
2015;"Prešovská univerzita v Prešove";"zmluva o dielo";2500193.16;10;250019.316
2015;"Prešovská univerzita v Prešove";"zmluva o poskytovaní služieb";39990.31;2;19995.155
2015;"Prešovská univerzita v Prešove";"zmluva o spolupráci";6404;49;130.69387755102
2015;"Protimonopolný úrad SR";"darovacia zmluva";0;1;0
2015;"Protimonopolný úrad SR";"iný";450001.06;24;18750.0441666667
2015;"Protimonopolný úrad SR";"kúpna zmluva";24980;1;24980
2015;"Rada pre vysielanie a retransmisiu";"iný";0;7;0
2015;"Rada pre vysielanie a retransmisiu";"zmluva o dielo";0;3;0
2015;"Recyklačný fond ";"iný";7447.2;98;75.9918367346939
2015;"Recyklačný fond ";"zmluva o dielo";4795.2;1;4795.2
2015;"Rozhlas a televizia Slovenska";"darovacia zmluva";2000;3;666.666666666667
2015;"Rozhlas a televizia Slovenska";"iný";36740072.44;5051;7273.82150861216
2015;"Rozhlas a televizia Slovenska";"kúpna zmluva";1501107.42;74;20285.2354054054
2015;"Rozhlas a televizia Slovenska";"nájomná zmluva";350943.57;54;6498.955
2015;"Rozhlas a televizia Slovenska";"zmluva o dielo";9057750.05;7874;1150.33655702311
2015;"Rozhlas a televizia Slovenska";"zmluva o poskytovaní služieb";107650;7;15378.5714285714
2015;"Rozhlas a televizia Slovenska";"zmluva o spolupráci";5679276.38;714;7954.16859943978
2015;"Rozhlas a televizia Slovenska";"zmluva o zriadení vecného bremena";4428;1;4428
2015;"Slovenská akadémia vied";"darovacia zmluva";15926.05;10;1592.605
2015;"Slovenská akadémia vied";"dohoda o splátkach";9771.96;3;3257.32
2015;"Slovenská akadémia vied";"iný";116425352.76;1648;70646.4519174757
2015;"Slovenská akadémia vied";"kúpna zmluva";10251946.25;36;284776.284722222
2015;"Slovenská akadémia vied";"nájomná zmluva";192781.41;118;1633.74076271186
2015;"Slovenská akadémia vied";"príkazná zmluva";35051.5;219;160.052511415525
2015;"Slovenská akadémia vied";"zmluva o dielo";4850113.418;153;31700.0876993464
2015;"Slovenská akadémia vied";"zmluva o poskytovaní služieb";19145;5;3829
2015;"Slovenská akadémia vied";"zmluva o spolupráci";10987.2;23;477.704347826087
2015;"Slovenská akadémia vied";"zmluva o zriadení vecného bremena";8867;1;8867
2015;"Slovenská elektrizačná prenosová sústava, a.s. ";"iný";7883685.17;429;18376.8885081585
2015;"Slovenská elektrizačná prenosová sústava, a.s. ";"kúpna zmluva";634472.21;33;19226.4306060606
2015;"Slovenská elektrizačná prenosová sústava, a.s. ";"nájomná zmluva";7442.1;3;2480.7
2015;"Slovenská elektrizačná prenosová sústava, a.s. ";"zmluva o dielo";35465858.25;25;1418634.33
2015;"Slovenská elektrizačná prenosová sústava, a.s. ";"zmluva o poskytovaní služieb";0;1;0
2015;"Slovenská elektrizačná prenosová sústava, a.s. ";"zmluva o zriadení vecného bremena";0;3;0
2015;"Slovenská poľnohospodárska univerzita v Nitre";"darovacia zmluva";0;1;0
2015;"Slovenská poľnohospodárska univerzita v Nitre";"dohoda o splátkach";850;1;850
2015;"Slovenská poľnohospodárska univerzita v Nitre";"iný";4890828.19;274;17849.737919708
2015;"Slovenská poľnohospodárska univerzita v Nitre";"kúpna zmluva";383580.55;34;11281.7808823529
2015;"Slovenská poľnohospodárska univerzita v Nitre";"nájomná zmluva";3520;11;320
2015;"Slovenská poľnohospodárska univerzita v Nitre";"príkazná zmluva";2112;6;352
2015;"Slovenská poľnohospodárska univerzita v Nitre";"zmluva o dielo";3552182.99;72;49335.8748611111
2015;"Slovenská poľnohospodárska univerzita v Nitre";"zmluva o poskytovaní služieb";0;1;0
2015;"Slovenská poľnohospodárska univerzita v Nitre";"zmluva o spolupráci";1097220;1;1097220
2015;"Slovenská technická univerzita v Bratislave";"iný";32897342.43;839;39210.1816805721
2015;"Slovenská technická univerzita v Bratislave";"nájomná zmluva";320847.71;172;1865.3936627907
2015;"Slovenská technická univerzita v Bratislave";"zmluva o dielo";32265697.02;193;167179.777305699
2015;"Slovenská technická univerzita v Bratislave";"zmluva o poskytovaní služieb";60000;1;60000
2015;"Slovenská technická univerzita v Bratislave";"zmluva o spolupráci";100;2;50
2015;"Slovenská technická univerzita v Bratislave";"zmluva o ubytovaní študentov";438537.26;6510;67.3636344086022
2015;"Slovenské národné stredisko pre ľudské práva";"iný";8054.19;5;1610.838
2015;"Slovenský pozemkový fond";"dohoda o splátkach";0;1;0
2015;"Slovenský pozemkový fond";"iný";54397828.54;3885;14002.0150682111
2015;"Slovenský pozemkový fond";"kúpna zmluva";0;2;0
2015;"Slovenský pozemkový fond";"nájomná zmluva";0;997;0
2015;"Slovenský pozemkový fond";"zmluva o dielo";1202.24;63;19.0831746031746
2015;"Sociálna poisťovňa";"darovacia zmluva";0;2;0
2015;"Sociálna poisťovňa";"dohoda o splátkach";7224.1;5;1444.82
2015;"Sociálna poisťovňa";"iný";22532081.67;2444;9219.3460188216
2015;"Sociálna poisťovňa";"kúpna zmluva";1798.33;3;599.443333333333
2015;"Sociálna poisťovňa";"nájomná zmluva";2547391.1;22;115790.504545455
2015;"Sociálna poisťovňa";"zmluva o dielo";17000;1;17000
2015;"Správa štátnych hmotných rezerv SR";"iný";21802019.38;112;194660.887321429
2015;"Správa štátnych hmotných rezerv SR";"kúpna zmluva";2158868.58;4;539717.145
2015;"Správa štátnych hmotných rezerv SR";"nájomná zmluva";188014.24;6;31335.7066666667
2015;"Správa štátnych hmotných rezerv SR";"zmluva o dielo";1053835.75;27;39030.9537037037
2015;"Štatistický úrad SR";"iný";1907652.3;129;14788.0023255814
2015;"Štatistický úrad SR";"kúpna zmluva";1299;1;1299
2015;"Štatistický úrad SR";"nájomná zmluva";9554.45;4;2388.6125
2015;"Štatistický úrad SR";"príkazná zmluva";0;1;0
2015;"Štatistický úrad SR";"zmluva o dielo";125779.05;18;6987.725
2015;"Štatistický úrad SR";"zmluva o poskytovaní služieb";0;1;0
2015;"Technická univerzita v Košiciach";"darovacia zmluva";86742.79;69;1257.14188405797
2015;"Technická univerzita v Košiciach";"iný";83555867.43;1240;67383.7640564516
2015;"Technická univerzita v Košiciach";"kúpna zmluva";2174969.14;40;54374.2285
2015;"Technická univerzita v Košiciach";"nájomná zmluva";7355.06;47;156.490638297872
2015;"Technická univerzita v Košiciach";"zmluva o dielo";17288218.92;524;32992.7841984733
2015;"Technická univerzita v Košiciach";"zmluva o poskytovaní služieb";13260;3;4420
2015;"Technická univerzita v Košiciach";"zmluva o spolupráci";156790;13;12060.7692307692
2015;"Technická univerzita vo Zvolene";"dohoda o splátkach";0;5;0
2015;"Technická univerzita vo Zvolene";"iný";1620568.04;1765;918.168861189802
